show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,bag_of_content,processed_content,cluster
s2674,Movie,Headwinds,Jalil Lespert,"Benoît Magimel, Isabelle Carré, Antoine Duléry, Ramzy Bédia, Bouli Lanners, Marie-Ange Casta, Daniel Duval, Lubna Azabal, Aurore Clément, Audrey Tautou","France, Belgium","January 1, 2017",2011,TV-MA,92 min,"Dramas, Independent Movies, International Movies","After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on.",2017.0,"After his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on. Dramas, Independent Movies, International Movies Jalil Lespert Benoît Magimel, Isabelle Carré, Antoine Duléry, Ramzy Bédia, Bouli Lanners, Marie-Ange Casta, Daniel Duval, Lubna Azabal, Aurore Clément, Audrey Tautou France, Belgium TV-MA",wife inexplicably disappears man take two child relocates hometown attempt end grief move drama independent movie international movie jalil lespert benot magimel isabelle carr antoine dulry ramzy bdia bouli lanners marieange casta daniel duval lubna azabal aurore clment audrey tautou france belgium tvma,1
s2675,Movie,Heal,Kelly Noonan,"Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson",United States,"February 1, 2019",2017,TV-14,107 min,Documentaries,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health.",2019.0,"Stories from spiritual leaders, physicians and those with chronic illnesses reveal the powerful connection between the human psyche and physical health. Documentaries Kelly Noonan Kelly Noonan, Deepak Chopra, Michael Beckwith, Joe Dispenza, Dr. Jeffrey Thompson, Gregg Braden, Joan Borysenko, Marianne Williamson United States TV-14",story spiritual leader physician chronic illness reveal powerful connection human psyche physical health documentary kelly noonan kelly noonan deepak chopra michael beckwith joe dispenza jeffrey thompson gregg braden joan borysenko marianne williamson united state,1
s2676,TV Show,Heart & Soul,,"Anthony Monjaro, Phoenix Ezendu, Ademola Amoo, Chioma Adibe, Ijeoma Richards, Joy Mmezi",,"November 20, 2020",2019,TV-14,1 Season,"International TV Shows, TV Dramas","At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs.",2020.0,"At a hospital in Lagos, a doctor yearning for more field experience meets patients with various ailments that test his spiritual and medical beliefs. International TV Shows, TV Dramas  Anthony Monjaro, Phoenix Ezendu, Ademola Amoo, Chioma Adibe, Ijeoma Richards, Joy Mmezi  TV-14",hospital lagos doctor yearning field experience meet patient various ailment test spiritual medical belief international show drama anthony monjaro phoenix ezendu ademola amoo chioma adibe ijeoma richards joy mmezi,0
s2677,TV Show,Heartbreak High,,"Callan Mulvey, Lara Cox, Emma Roche, Ada Nicodemou, Rel Hunt, Putu Winchester, Salvatore Coco, Barbara Gouskos, Ivar Kants, Stephen O'Rourke, Abi Tucker, Scott Major, Corey Page, Despina Caldis, Deni Gordon, Jon Pollard, Vince Poletto, Andrea Moor, Jeremy Lindsay Taylor, Doris Younane, Tony Martin, Sebastian Goldspink, Katherine Halliday, Marcel Bracks, Nina Liu, Morna Seres, Nathalie Roy, Rebecca Smart, Fleur Beaupert, Alex Dimitriades, Tina Bursill, Peter Sumner, Mario Gamma, Tai Nguyen, Inge Hornstra, Rupert Reid, John Walton, Nick Lathouris, Hugh Baldwin, Sarah Lambert, Jan Adele, Diane Craig, Ian Bliss, Alexandra Brunning, Kym Wilson, Isabella Gutierrez, Simon Baker",Australia,"November 27, 2020",1999,TV-14,7 Seasons,"International TV Shows, TV Dramas, Teen TV Shows",A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney.,2020.0,"A crash course on the turbulence of being a teen is always on the schedule for the students at Hartley High School in this 1990s series set in Sydney. International TV Shows, TV Dramas, Teen TV Shows  Callan Mulvey, Lara Cox, Emma Roche, Ada Nicodemou, Rel Hunt, Putu Winchester, Salvatore Coco, Barbara Gouskos, Ivar Kants, Stephen O'Rourke, Abi Tucker, Scott Major, Corey Page, Despina Caldis, Deni Gordon, Jon Pollard, Vince Poletto, Andrea Moor, Jeremy Lindsay Taylor, Doris Younane, Tony Martin, Sebastian Goldspink, Katherine Halliday, Marcel Bracks, Nina Liu, Morna Seres, Nathalie Roy, Rebecca Smart, Fleur Beaupert, Alex Dimitriades, Tina Bursill, Peter Sumner, Mario Gamma, Tai Nguyen, Inge Hornstra, Rupert Reid, John Walton, Nick Lathouris, Hugh Baldwin, Sarah Lambert, Jan Adele, Diane Craig, Ian Bliss, Alexandra Brunning, Kym Wilson, Isabella Gutierrez, Simon Baker Australia TV-14",crash course turbulence teen always schedule student hartley high school series set sydney international show drama teen show callan mulvey lara cox emma roche ada nicodemou rel hunt putu winchester salvatore coco barbara gouskos ivar kant stephen orourke abi tucker scott major corey page despina caldis deni gordon jon pollard vince poletto andrea moor jeremy lindsay taylor doris younane tony martin sebastian goldspink katherine halliday marcel bracks nina liu morna seres nathalie roy rebecca smart fleur beaupert alex dimitriades tina bursill peter sumner mario gamma tai nguyen inge hornstra rupert reid john walton nick lathouris hugh baldwin sarah lambert jan adele diane craig ian bliss alexandra brunning kym wilson isabella gutierrez simon baker australia,0
s2678,Movie,Heartbreakers,David Mirkin,"Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis",United States,"December 31, 2019",2001,PG-13,124 min,"Comedies, Romantic Movies","In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it.",2019.0,"In this stylish comedy, a mother-daughter con team makes money the old-fashioned way: They use their feminine wiles to swindle it. Comedies, Romantic Movies David Mirkin Sigourney Weaver, Jennifer Love Hewitt, Ray Liotta, Jason Lee, Gene Hackman, Anne Bancroft, Jeffrey Jones, Nora Dunn, Ricky Jay, Zach Galifianakis United States PG-13",stylish comedy motherdaughter con team make money oldfashioned way use feminine wile swindle comedy romantic movie david mirkin sigourney weaver jennifer love hewitt ray liotta jason lee gene hackman anne bancroft jeffrey jones nora dunn ricky jay zach galifianakis united state,1
s2679,TV Show,Heartland,,"Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand",Canada,"August 1, 2019",2017,TV-14,11 Seasons,TV Dramas,Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch.,2019.0,"Spunky teenager Amy is reeling from the sudden death of her mother when she and her grandfather are threatened with the loss of their horse ranch. TV Dramas  Amber Marshall, Michelle Morgan, Graham Wardle, Shaun Johnston, Chris Potter, Jessica Amlee, Kerry James, Nathaniel Arcand Canada TV-14",spunky teenager amy reeling sudden death mother grandfather threatened loss horse ranch drama amber marshall michelle morgan graham wardle shaun johnston chris potter jessica amlee kerry james nathaniel arcand canada,1
s2680,Movie,Heartthrob,Chris Sivertson,"Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden",United States,"January 1, 2018",2017,TV-MA,87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones.",2018.0,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones. Thrillers Chris Sivertson Aubrey Peeples, Keir Gilchrist, Peter Facinelli, Felicity Price, Ione Skye, Jimmy Bennett, Taylor Dearden United States TV-MA",shy brilliant boy popular girl fall unexpected romance bond deepens attraction begin taking dark overtone thriller chris sivertson aubrey peeples keir gilchrist peter facinelli felicity price ione skye jimmy bennett taylor dearden united state tvma,1
s2681,Movie,Heaven Without People,Lucien Bourjeily,"Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali",Lebanon,"May 15, 2020",2017,TV-MA,91 min,"Dramas, International Movies","From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery.",2020.0,"From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery. Dramas, International Movies Lucien Bourjeily Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali Lebanon TV-MA",long resentment deep secret overdue family reunion erupts drama matriarch make disturbing discovery drama international movie lucien bourjeily farah shaer jean paul hage samira sarkis jenny gebara laeticia semaan nadim abou samra hussein hijazi ghassan chemali lebanon tvma,1
s2682,TV Show,Heaven's Garden,,"Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",South Korea,"December 15, 2016",2011,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",2016.0,"When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago. International TV Shows, Korean TV Shows, TV Dramas  Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim South Korea TV-MA",husband go jail bankruptcy woman take two daughter live father severed tie year ago international show korean show drama bulam choi hojeong yoo saeron kim chanhee kang woosung hyun seo hyun hojin kim south korea tvma,0
s2683,TV Show,Heavy Rescue: 401,,Dave Pettitt,Canada,"June 22, 2018",2018,TV-MA,2 Seasons,"International TV Shows, Reality TV","In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe.",2018.0,"In the harshest weather, rookie and veteran heavy recovery operators fight to keep southern Ontario's busy, treacherous highways clear and safe. International TV Shows, Reality TV  Dave Pettitt Canada TV-MA",harshest weather rookie veteran heavy recovery operator fight keep southern ontario busy treacherous highway clear safe international show reality dave pettitt canada tvma,0
s2684,Movie,Hedgehogs,Huang Jianming,"Anthony Padilla, Ian Hecox, Jenn McAllister, Jon Heder, Chevy Chase","United States, China","April 1, 2019",2016,PG,94 min,Children & Family Movies,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat.",2019.0,"When a hedgehog suffering from memory loss forgets his identity, he ends up on a big city journey with a pigeon to save his habitat from a human threat. Children & Family Movies Huang Jianming Anthony Padilla, Ian Hecox, Jenn McAllister, Jon Heder, Chevy Chase United States, China PG",hedgehog suffering memory loss forgets identity end big city journey pigeon save habitat human threat child family movie huang jianming anthony padilla ian hecox jenn mcallister jon heder chevy chase united state china,1
s2685,TV Show,Heidi,,"Monique Hore, Sophia Morrison, Peter McAllum, Nicole Shostak, Jamie Croft, Beth Armstrong, Kate Fitzpatrick, Penny Cook, Charlotte Hamlyn, Tess Meyer","France, Australia, Germany","September 1, 2020",2020,TV-Y7,1 Season,Kids' TV,A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner.,2020.0,"A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner. Kids' TV  Monique Hore, Sophia Morrison, Peter McAllum, Nicole Shostak, Jamie Croft, Beth Armstrong, Kate Fitzpatrick, Penny Cook, Charlotte Hamlyn, Tess Meyer France, Australia, Germany TV-Y7",plucky young orphan sent live grandfather mountain discovers wonder adventure around every corner kid monique hore sophia morrison peter mcallum nicole shostak jamie croft beth armstrong kate fitzpatrick penny cook charlotte hamlyn tess meyer france australia germany tvy,1
s2686,TV Show,"Heidi, bienvenida a casa",,"Chiara Francia, Mercedes Lambre, Victorio D'Alessandro, Mario Guerci, Florencia Benítez, Victoria Ramos",Argentina,"May 15, 2019",2017,TV-Y,1 Season,"Kids' TV, Spanish-Language TV Shows","Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city.",2019.0,"Inspired by the classic novel, this telenovela follows Heidi, who leaves her happy life in the mountains behind when her aunt takes her to the big city. Kids' TV, Spanish-Language TV Shows  Chiara Francia, Mercedes Lambre, Victorio D'Alessandro, Mario Guerci, Florencia Benítez, Victoria Ramos Argentina TV-Y",inspired classic novel telenovela follows heidi leaf happy life mountain behind aunt take big city kid spanishlanguage show chiara francia mercedes lambre victorio dalessandro mario guerci florencia bentez victoria ramos argentina tvy,1
s2687,Movie,Helios,"Leung Lok Man, Luk Kim-ching","Jacky Cheung, Nick Cheung, Chang Chen, Shawn Yue, Wang Xueqi, Janice Man, Ji Jin-hee, Choi Si-won","Hong Kong, China, United States","December 1, 2018",2015,TV-14,118 min,"Action & Adventure, International Movies","When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device.",2018.0,"When master criminal Helios steals a mobile WMD, rival agents from Hong Kong, South Korea and China must join forces to recover the device. Action & Adventure, International Movies Leung Lok Man, Luk Kim-ching Jacky Cheung, Nick Cheung, Chang Chen, Shawn Yue, Wang Xueqi, Janice Man, Ji Jin-hee, Choi Si-won Hong Kong, China, United States TV-14",master criminal helios steal mobile wmd rival agent hong kong south korea china must join force recover device action adventure international movie leung lok man luk kimching jacky cheung nick cheung chang chen shawn yue wang xueqi janice man jinhee choi siwon hong kong china united state,1
s2688,TV Show,Helix,,"Billy Campbell, Hiroyuki Sanada, Kyra Zagorsky, Mark Ghanimé, Meegwun Fairbrother, Jordan Hayes, Neil Napier, Matt Long, Severn Thompson, Jeri Ryan, Catherine Lemieux","United States, Canada","November 10, 2018",2015,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet.",2018.0,"While investigating a possible outbreak at an Arctic research facility, scientists discover a new virus that could wipe out every human on the planet. TV Horror, TV Mysteries, TV Sci-Fi & Fantasy  Billy Campbell, Hiroyuki Sanada, Kyra Zagorsky, Mark Ghanimé, Meegwun Fairbrother, Jordan Hayes, Neil Napier, Matt Long, Severn Thompson, Jeri Ryan, Catherine Lemieux United States, Canada TV-MA",investigating possible outbreak arctic research facility scientist discover new virus could wipe every human planet horror mystery scifi fantasy billy campbell hiroyuki sanada kyra zagorsky mark ghanim meegwun fairbrother jordan hayes neil napier matt long severn thompson jeri ryan catherine lemieux united state canada tvma,1
s2689,Movie,Hell and Back,"Tom Gianas, Ross R. Shuman","Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford",United States,"September 6, 2018",2015,R,86 min,"Action & Adventure, Comedies, Independent Movies","When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld.",2018.0,"When best friends break a blood oath, one of them is cast away to hell, and the other two must save him from the misfits of the underworld. Action & Adventure, Comedies, Independent Movies Tom Gianas, Ross R. Shuman Nick Swardson, Mila Kunis, Bob Odenkirk, T.J. Miller, Rob Riggle, Susan Sarandon, Danny McBride, Jennifer Coolidge, John Farley, Maria Bamford United States R",best friend break blood oath one cast away hell two must save misfit underworld action adventure comedy independent movie tom gianas ross shuman nick swardson mila kunis bob odenkirk miller rob riggle susan sarandon danny mcbride jennifer coolidge john farley maria bamford united state,1
s2690,TV Show,Hell on Wheels,,"Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan","Canada, United Kingdom"," May 28, 2016",2016,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure",Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity.,,"Former Confederate soldier Cullen Bohannon sets out on a quest to find his wife's killer as post-Civil War America struggles to rebuild its identity. Crime TV Shows, TV Action & Adventure  Anson Mount, Colm Meaney, Common, Dominique McElligott, Eddie Spears, Ben Esler, Phil Burke, Christopher Heyerdahl, Robin McLeavy, Tom Noonan Canada, United Kingdom TV-14",former confederate soldier cullen bohannon set quest find wife killer postcivil war america struggle rebuild identity crime show action adventure anson mount colm meaney common dominique mcelligott eddie spear ben esler phil burke christopher heyerdahl robin mcleavy tom noonan canada united kingdom,1
s2691,Movie,Hell or High Water,David Mackenzie,"Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi",United States,"January 1, 2019",2016,R,102 min,"Dramas, Independent Movies","In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.",2019.0,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit. Dramas, Independent Movies David Mackenzie Jeff Bridges, Chris Pine, Ben Foster, Gil Birmingham, Marin Ireland, Katy Mixon, Dale Dickey, Kevin Rankin, William Sterchi United States R",desperate bid save family ranch two brother stage series clever bank robbery pair texas ranger hot pursuit drama independent movie david mackenzie jeff bridge chris pine ben foster gil birmingham marin ireland katy mixon dale dickey kevin rankin william sterchi united state,1
s2692,Movie,Hellboy,Guillermo del Toro,"Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor",United States,"December 1, 2018",2004,PG-13,122 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy","This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world.",2018.0,"This fast-paced action flick tells the dark story of Hellboy, a charismatic demon who's put on Earth by the Nazis to terrorize the rest of the world. Action & Adventure, Cult Movies, Sci-Fi & Fantasy Guillermo del Toro Ron Perlman, John Hurt, Selma Blair, Rupert Evans, Karel Roden, Jeffrey Tambor, Doug Jones, Brian Steele, Ladislav Beran, Biddy Hodson, Corey Johnson, Kevin Trainor United States PG-13",fastpaced action flick tell dark story hellboy charismatic demon who put earth nazi terrorize rest world action adventure cult movie scifi fantasy guillermo del toro ron perlman john hurt selma blair rupert evans karel roden jeffrey tambor doug jones brian steele ladislav beran biddy hodson corey johnson kevin trainor united state,1
s2693,Movie,Hello Brother,Sohail Khan,"Salman Khan, Arbaaz Khan, Rani Mukerji, Johny Lever, Neeraj Vora, Shakti Kapoor, Razak Khan, Sulabha Arya",India,"January 4, 2021",1999,TV-14,126 min,"Action & Adventure, Comedies, International Movies","After receiving a heart transplant from a murdered man, a cop is followed around by the victim’s ghost, who won’t rest until his death has been avenged.",2021.0,"After receiving a heart transplant from a murdered man, a cop is followed around by the victim’s ghost, who won’t rest until his death has been avenged. Action & Adventure, Comedies, International Movies Sohail Khan Salman Khan, Arbaaz Khan, Rani Mukerji, Johny Lever, Neeraj Vora, Shakti Kapoor, Razak Khan, Sulabha Arya India TV-14",receiving heart transplant murdered man cop followed around victim ghost wont rest death avenged action adventure comedy international movie sohail khan salman khan arbaaz khan rani mukerji johny lever neeraj vora shakti kapoor razak khan sulabha arya india,1
s2694,TV Show,Hello Ninja,,"Lukas Engel, Zoey Siewert, Sam Vincent, Mayumi Yoshida",United States,"July 10, 2020",2020,TV-Y,3 Seasons,Kids' TV,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day.",2020.0,"BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day. Kids' TV  Lukas Engel, Zoey Siewert, Sam Vincent, Mayumi Yoshida United States TV-Y",bffs wesley georgie silly cat sidekick pretzel transform ninja enter magic world solve problem save day kid lukas engel zoey siewert sam vincent mayumi yoshida united state tvy,1
s2695,Movie,"Hello, Love, Goodbye",Cathy Garcia-Molina,"Kathryn Bernardo, Alden Richards, Maymay Entrata, Maricel Laxa, Joross Gamboa, Jameson Blake, Kaka Bautista, Lito Pimentel, Jeffrey Tam, Lovely Abella",Philippines,"December 24, 2020",2019,TV-14,117 min,"Dramas, International Movies, Romantic Movies","In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities.",2020.0,"In Hong Kong, the lives of two overseas Filipino workers intertwine as they navigate daily duties, career aspirations and romantic possibilities. Dramas, International Movies, Romantic Movies Cathy Garcia-Molina Kathryn Bernardo, Alden Richards, Maymay Entrata, Maricel Laxa, Joross Gamboa, Jameson Blake, Kaka Bautista, Lito Pimentel, Jeffrey Tam, Lovely Abella Philippines TV-14",hong kong life two overseas filipino worker intertwine navigate daily duty career aspiration romantic possibility drama international movie romantic movie cathy garciamolina kathryn bernardo alden richards maymay entrata maricel laxa joross gamboa jameson blake kaka bautista lito pimentel jeffrey tam lovely abella philippine,1
s2696,TV Show,"Hello, My Twenties!",,"Ye-ri Han, Seung-Yeon Han, Eun-bin Park, Hwa-young Ryu, Hye-soo Park",South Korea,"December 18, 2017",2017,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Romantic TV Shows","With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",2017.0,"With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque. International TV Shows, Korean TV Shows, Romantic TV Shows  Ye-ri Han, Seung-Yeon Han, Eun-bin Park, Hwa-young Ryu, Hye-soo Park South Korea TV-MA",different personality life goal taste men five female college student become housemate shared residence called belle epoque international show korean show romantic show yeri han seungyeon han eunbin park hwayoung ryu hyesoo park south korea tvma,0
s2697,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,Chelsea Handler,United States,"September 13, 2019",2019,TV-MA,65 min,Documentaries,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career.",2019.0,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career. Documentaries Alex Stapleton Chelsea Handler United States TV-MA",documentary chelsea handler explores white privilege impact american culture way benefited life career documentary alex stapleton chelsea handler united state tvma,1
s2698,TV Show,Hemlock Grove,Eli Roth,"Famke Janssen, Landon Liboiron, Dougray Scott, Bill Skarsgård, Joel de la Fuente, Kaniehtiio Horn, Madeleine Martin, Michael Andreae, Penelope Mitchell, Freya Tingley, Laurie Fortier, Nicole Boivin, Ted Dykstra, Lili Taylor, Aaron Douglas, Kandyse McClure, Marty Adams, Demore Barnes, Madeline Brewer",United States,"October 23, 2015",2015,TV-MA,3 Seasons,"TV Horror, TV Mysteries, TV Thrillers","Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight.",2015.0,"Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight. TV Horror, TV Mysteries, TV Thrillers Eli Roth Famke Janssen, Landon Liboiron, Dougray Scott, Bill Skarsgård, Joel de la Fuente, Kaniehtiio Horn, Madeleine Martin, Michael Andreae, Penelope Mitchell, Freya Tingley, Laurie Fortier, Nicole Boivin, Ted Dykstra, Lili Taylor, Aaron Douglas, Kandyse McClure, Marty Adams, Demore Barnes, Madeline Brewer United States TV-MA",secret part daily life small pennsylvania town hemlock grove darkest evil hide plain sight horror mystery thriller eli roth famke janssen landon liboiron dougray scott bill skarsgrd joel fuente kaniehtiio horn madeleine martin michael andreae penelope mitchell freya tingley laurie fortier nicole boivin ted dykstra lili taylor aaron douglas kandyse mcclure marty adam demore barnes madeline brewer united state tvma,1
s2699,Movie,Heneral Luna,Jerrold Tarog,"John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino",Philippines,"October 31, 2018",2015,R,118 min,"Dramas, International Movies",Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.,2018.0,"Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899. Dramas, International Movies Jerrold Tarog John Arcilla, Mon Confiado, Arron Villaflor, Joem Bascon, Archie Alemania, Art Acuña, Alex Medina, Nonie Buencamino, Lorenz Martinez, Jeffrey Quizon, Alvin Anson, Mylene Dizon, Bing Pimentel, Leo Martinez, Ketchup Eusebio, Ronnie Lazaro, Paulo Avelino Philippines R",flashback reveal gen antonio luna tireless fight filipino independence leadership philippineamerican war drama international movie jerrold tarog john arcilla mon confiado arron villaflor joem bascon archie alemania art acua alex medina nonie buencamino lorenz martinez jeffrey quizon alvin anson mylene dizon bing pimentel leo martinez ketchup eusebio ronnie lazaro paulo avelino philippine,1
s2700,TV Show,Henry Danger,,"Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox, Ella Anderson, Michael D. Cohen",United States,"January 15, 2021",2016,TV-G,3 Seasons,"Kids' TV, TV Comedies","A new part-time job forces Henry Hart to balance two lives, one as a typical teenager and the other as secret superhero sidekick Kid Danger.",2021.0,"A new part-time job forces Henry Hart to balance two lives, one as a typical teenager and the other as secret superhero sidekick Kid Danger. Kids' TV, TV Comedies  Jace Norman, Cooper Barnes, Riele Downs, Sean Ryan Fox, Ella Anderson, Michael D. Cohen United States TV-G",new parttime job force henry hart balance two life one typical teenager secret superhero sidekick kid danger kid comedy jace norman cooper barnes riele down sean ryan fox ella anderson michael cohen united state tvg,1
s2701,Movie,Her,Spike Jonze,"Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday",United States,"July 29, 2018",2013,R,126 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy",Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life.,2018.0,"Love comes to a lonely writer in the sleekest of packages when he finds himself falling for the advanced operating system he bought to run his life. Dramas, Romantic Movies, Sci-Fi & Fantasy Spike Jonze Joaquin Phoenix, Scarlett Johansson, Amy Adams, Rooney Mara, Olivia Wilde, Chris Pratt, Matt Letscher, Portia Doubleday United States R",love come lonely writer sleekest package find falling advanced operating system bought run life drama romantic movie scifi fantasy spike jonze joaquin phoenix scarlett johansson amy adam rooney mara olivia wilde chris pratt matt letscher portia doubleday united state,1
